Burst,Date_burst_daughter,Delta_Burst_date_child,Flowering,Flowering_Date,Lateral_GU_daughter,No_Lateral_GU,No_inflo,burst_date_mother,is_in_extremity,is_loaded,nature_ancestor,position_ancestor,position_mother,uc
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,50779
no,,,yes,9,,,1.0,3,yes,yes,F,A,L,50781
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,50784
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,50786
no,,,yes,8,,,1.0,3,yes,yes,V,L,A,50790
no,,,yes,5,,,1.0,9,yes,yes,V,L,A,50795
yes,05-03,6.0,,NA,no,,,9,no,yes,V,L,A,50800
no,,,yes,4,,,1.0,3,yes,yes,V,L,A,50801
no,,,no,NA,,,0.0,9,yes,yes,V,A,A,50807
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,50811
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,50814
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,50817
no,,,yes,10,,,1.0,3,yes,yes,F,L,L,50820
no,,,no,NA,,,0.0,10,yes,yes,F,A,A,50833
yes,05-03,5.0,,NA,no,,,10,no,yes,F,A,A,50839
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,50840
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,50843
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,50846
no,,,no,NA,,,0.0,3,yes,yes,V,A,L,50852
yes,05-03,1.0,,NA,no,,,2,no,yes,F,A,L,50875
no,,,yes,5,,,1.0,3,yes,yes,F,A,A,50876
yes,05-03,1.0,,NA,yes,4.0,,2,no,yes,F,A,L,50879
no,,,yes,6,,,1.0,3,yes,yes,F,A,A,50880
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,50882
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,50884
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,50886
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,50888
no,,,yes,5,,,1.0,2,yes,yes,F,A,L,50891
yes,05-03,1.0,,NA,yes,3.0,,2,no,yes,F,A,L,50894
no,,,yes,5,,,1.0,3,yes,yes,F,A,A,50895
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,50897
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,50899
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,50901
yes,05-03,1.0,,NA,no,,,2,no,yes,F,A,L,50904
no,,,yes,5,,,1.0,3,yes,yes,F,A,A,50905
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,50910
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,50913
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,50916
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,50919
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,50922
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,50928
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,50931
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,50934
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,50936
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,50944
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,50946
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,50949
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,50952
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,50955
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,50958
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,50963
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,50968
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,50971
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,50974
no,,,yes,6,,,1.0,3,yes,yes,V,A,L,50985
no,,,yes,7,,,1.0,3,yes,yes,V,A,L,50988
no,,,yes,7,,,1.0,3,yes,yes,V,A,L,50991
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,50999
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51002
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51005
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51008
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51011
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51014
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,51023
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,51026
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,51029
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,51032
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51041
no,,,yes,6,,,2.0,3,yes,yes,F,A,L,51044
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51047
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51050
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51057
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51060
no,,,yes,8,,,1.0,3,yes,yes,V,A,L,51075
no,,,no,NA,,,0.0,3,yes,yes,V,A,L,51086
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51090
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51095
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51098
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51101
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51104
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51107
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51110
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51126
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51129
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51131
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51134
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51140
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51143
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51146
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51152
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51155
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51158
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51161
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51164
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51167
no,,,no,NA,,,0.0,3,yes,yes,F,L,L,51172
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51177
yes,05-03,1.0,,NA,no,,,2,no,yes,F,A,L,51180
no,,,yes,6,,,1.0,3,yes,yes,F,A,A,51181
yes,05-03,1.0,,NA,no,,,2,no,yes,F,A,L,51184
no,,,yes,6,,,1.0,3,yes,yes,F,A,A,51185
no,,,yes,10,,,1.0,3,yes,yes,F,L,L,51190
no,,,yes,10,,,1.0,3,yes,yes,F,L,L,51193
no,,,yes,9,,,1.0,3,yes,yes,F,A,L,51203
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51206
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51209
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51212
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51218
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51221
no,,,no,NA,,,0.0,3,yes,yes,V,A,L,51251
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51262
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51264
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51266
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51269
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51272
no,,,yes,10,,,1.0,3,yes,yes,F,A,L,51285
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51288
no,,,yes,10,,,1.0,3,yes,yes,F,A,L,51290
no,,,yes,10,,,1.0,3,yes,yes,F,A,L,51293
no,,,yes,10,,,1.0,3,yes,yes,F,A,L,51296
no,,,yes,10,,,1.0,3,yes,yes,F,A,L,51299
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51302
no,,,no,NA,,,0.0,3,yes,yes,F,L,L,51307
no,,,no,NA,,,0.0,3,yes,yes,F,L,L,51309
no,,,yes,10,,,1.0,3,yes,yes,F,L,L,51311
no,,,no,NA,,,0.0,3,yes,yes,F,L,L,51318
no,,,yes,9,,,1.0,3,yes,yes,F,L,L,51320
no,,,yes,9,,,1.0,3,yes,yes,F,L,L,51323
no,,,yes,9,,,1.0,3,yes,yes,F,L,L,51326
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51333
no,,,yes,12,,,1.0,3,yes,yes,F,A,L,51336
yes,05-03,1.0,,NA,no,,,2,no,yes,F,A,L,51339
no,,,no,NA,,,0.0,3,yes,yes,F,A,A,51340
yes,05-03,1.0,,NA,no,,,2,no,yes,F,A,L,51342
no,,,yes,8,,,1.0,3,yes,yes,F,A,A,51343
no,,,yes,10,,,1.0,3,yes,yes,F,L,L,51353
no,,,no,NA,,,0.0,3,yes,yes,V,L,L,51372
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51376
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51378
no,,,no,NA,,,0.0,3,yes,yes,V,L,L,51381
no,,,no,NA,,,0.0,3,yes,yes,V,L,L,51384
no,,,no,NA,,,0.0,3,yes,yes,V,L,L,51387
no,,,yes,8,,,1.0,3,yes,yes,V,L,L,51390
no,,,no,NA,,,0.0,3,yes,yes,V,L,L,51393
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51406
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51409
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51412
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51415
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51418
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51421
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51424
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51426
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,51431
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,51434
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,51437
no,,,yes,7,,,1.0,3,yes,yes,V,A,L,51444
no,,,yes,7,,,1.0,3,yes,yes,V,A,L,51447
no,,,yes,7,,,1.0,3,yes,yes,V,A,L,51450
no,,,yes,7,,,1.0,3,yes,yes,V,A,L,51453
no,,,yes,7,,,1.0,3,yes,yes,V,A,L,51456
no,,,yes,7,,,1.0,3,yes,yes,V,A,L,51459
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51469
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51472
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51475
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51478
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51488
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51490
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51493
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51496
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51499
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51505
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51508
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51510
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51513
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51516
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51519
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51522
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51530
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51533
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51536
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51539
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51542
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51545
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51548
no,,,yes,7,,,1.0,3,yes,yes,F,L,L,51555
no,,,yes,7,,,1.0,3,yes,yes,F,L,L,51558
no,,,yes,7,,,1.0,3,yes,yes,F,L,L,51561
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,51564
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51567
no,,,yes,7,,,1.0,3,yes,yes,F,L,L,51572
no,,,yes,7,,,1.0,3,yes,yes,F,L,L,51575
no,,,yes,7,,,1.0,3,yes,yes,F,L,L,51578
no,,,yes,7,,,1.0,3,yes,yes,F,L,L,51581
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,51586
no,,,yes,7,,,1.0,3,yes,yes,F,L,L,51589
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,51592
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,51595
no,,,yes,7,,,1.0,3,yes,yes,F,L,L,51600
no,,,yes,7,,,1.0,3,yes,yes,F,L,L,51603
no,,,yes,7,,,1.0,3,yes,yes,V,A,L,51611
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51616
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51619
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51622
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51625
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51628
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51631
no,,,no,NA,,,0.0,3,yes,yes,V,L,L,51658
no,,,no,NA,,,0.0,3,yes,yes,V,A,L,51673
no,,,no,NA,,,0.0,3,yes,yes,V,A,L,51675
no,,,no,NA,,,0.0,3,yes,yes,V,A,L,51677
yes,05-03,6.0,,NA,no,,,9,no,yes,V,A,L,51683
no,,,yes,7,,,1.0,3,yes,yes,V,A,A,51684
yes,05-03,6.0,,NA,no,,,9,no,yes,V,A,L,51687
no,,,yes,7,,,1.0,3,yes,yes,V,A,A,51688
no,,,yes,6,,,1.0,9,yes,yes,V,A,L,51691
yes,05-03,6.0,,NA,no,,,9,no,yes,V,A,L,51694
no,,,yes,9,,,1.0,3,yes,yes,V,A,A,51695
no,,,no,NA,,,0.0,3,yes,yes,V,L,L,51699
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51711
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51713
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51715
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51717
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51719
no,,,no,NA,,,0.0,3,yes,yes,F,L,L,51723
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51729
no,,,no,NA,,,0.0,3,yes,yes,F,L,L,51737
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51749
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51752
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51755
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,51759
no,,,no,NA,,,0.0,3,yes,yes,F,L,L,51762
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,51764
no,,,yes,7,,,1.0,3,yes,yes,F,L,L,51769
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51772
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51775
no,,,yes,7,,,1.0,3,yes,yes,F,L,L,51778
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51786
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51789
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51792
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51795
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51798
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51801
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51804
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51807
no,,,yes,7,,,1.0,3,yes,yes,F,L,L,51812
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,51815
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51820
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51823
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,51826
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51828
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,51831
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,51836
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51839
yes,05-03,4.0,,NA,yes,3.0,,11,no,yes,F,A,L,51847
no,,,yes,6,,,2.0,3,yes,yes,F,A,A,51848
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51850
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51852
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51854
yes,05-03,4.0,,NA,yes,2.0,,11,no,yes,F,A,L,51857
no,,,yes,7,,,1.0,3,yes,yes,F,A,A,51858
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51860
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51862
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,51865
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51868
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51871
yes,05-01,2.0,,NA,no,,,11,no,yes,F,L,L,51876
yes,05-03,2.0,,NA,yes,5.0,,1,no,yes,F,L,A,51877
no,,,yes,6,,,1.0,3,yes,yes,F,L,A,51878
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,51880
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,51882
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,51884
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,51886
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,51888
yes,05-03,4.0,,NA,no,,,11,no,yes,F,L,L,51891
no,,,yes,5,,,1.0,3,yes,yes,F,L,A,51892
no,,,yes,5,,,1.0,3,yes,yes,V,L,A,51935
no,,,yes,5,,,1.0,3,yes,yes,V,A,L,51945
no,,,yes,4,,,1.0,3,yes,yes,V,A,L,51948
no,,,yes,3,,,1.0,3,yes,yes,F,A,L,51953
no,,,yes,2,,,1.0,3,yes,yes,F,A,L,51956
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,51959
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,51962
no,,,yes,2,,,1.0,3,yes,yes,F,A,L,51965
no,,,yes,3,,,1.0,3,yes,yes,F,L,L,51970
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,51975
no,,,yes,3,,,1.0,3,yes,yes,F,L,L,51978
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,51981
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,51984
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,51987
no,,,yes,3,,,1.0,3,yes,yes,F,A,L,51993
no,,,yes,3,,,3.0,3,yes,yes,F,A,L,51996
no,,,yes,3,,,1.0,3,yes,yes,F,A,L,51999
no,,,yes,3,,,1.0,3,yes,yes,F,A,L,52002
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52008
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52010
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,52012
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,52015
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52023
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52025
no,,,yes,3,,,1.0,3,yes,yes,F,A,L,52032
no,,,yes,9,,,1.0,3,yes,yes,F,A,L,52035
no,,,yes,9,,,1.0,3,yes,yes,F,A,L,52038
no,,,yes,3,,,1.0,3,yes,yes,F,A,L,52041
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52044
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52046
yes,05-03,5.0,,NA,no,,,10,no,yes,F,L,A,52050
no,,,yes,9,,,1.0,3,yes,yes,F,L,L,52051
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,52054
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,52057
no,,,yes,9,,,1.0,3,yes,yes,F,L,L,52060
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,52063
no,,,yes,9,,,1.0,3,yes,yes,F,L,L,52066
no,,,yes,6,,,1.0,3,yes,yes,V,L,L,52073
no,,,yes,4,,,1.0,3,yes,yes,F,A,L,52079
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52082
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52084
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52086
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52088
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,52090
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,52095
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,52098
no,,,no,NA,,,0.0,3,yes,yes,F,L,L,52101
no,,,yes,5,,,1.0,3,yes,yes,V,L,L,52110
no,,,yes,4,,,1.0,3,yes,yes,V,L,L,52113
no,,,yes,8,,,1.0,3,yes,yes,V,L,L,52116
no,,,no,NA,,,0.0,3,yes,yes,F,L,L,52122
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,52124
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,52134
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,52137
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,52144
no,,,yes,6,,,1.0,3,yes,yes,V,A,L,52150
no,,,yes,9,,,1.0,3,yes,yes,V,A,L,52153
no,,,yes,6,,,1.0,3,yes,yes,V,A,L,52156
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,52161
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,52164
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52167
no,,,no,NA,,,0.0,3,yes,yes,V,A,L,52172
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,52176
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,52179
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,52182
no,,,yes,9,,,1.0,3,yes,yes,F,A,L,52185
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,52188
no,,,yes,9,,,1.0,3,yes,yes,F,A,L,52191
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,52194
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,52204
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,52207
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,52210
no,,,yes,3,,,1.0,3,yes,yes,F,A,L,52262
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,52265
yes,05-03,4.0,,NA,no,,,11,no,yes,F,A,L,52268
no,,,yes,6,,,1.0,3,yes,yes,F,A,A,52269
no,,,yes,4,,,1.0,3,yes,yes,F,A,L,52272
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,52275
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,52280
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,52283
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,52288
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52297
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,52299
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,52302
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,52305
no,,,yes,4,,,1.0,3,yes,yes,F,A,L,52308
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,52314
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,52317
no,,,no,NA,,,0.0,8,yes,yes,F,A,A,52323
no,,,yes,7,,,1.0,3,yes,yes,F,A,L,52325
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,52328
no,,,yes,9,,,1.0,3,yes,yes,F,A,L,52331
no,,,yes,7,,,2.0,3,yes,yes,F,A,L,52334
yes,05-03,4.0,,NA,no,,,11,no,yes,F,A,L,52337
no,,,yes,9,,,4.0,3,yes,yes,F,A,A,52338
no,,,no,NA,,,0.0,8,yes,yes,F,L,A,52343
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,52345
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,52348
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,52351
no,,,yes,7,,,1.0,3,yes,yes,F,L,L,52354
no,,,yes,5,,,1.0,3,yes,yes,F,L,L,52357
no,,,no,NA,,,0.0,3,yes,yes,F,L,L,52360
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,52367
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,52370
no,,,yes,3,,,1.0,3,yes,yes,F,A,L,52373
no,,,yes,9,,,1.0,3,yes,yes,F,A,L,52376
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52379
no,,,yes,9,,,1.0,3,yes,yes,F,A,L,52381
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52384
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,52386
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,52391
no,,,yes,8,,,1.0,3,yes,yes,F,L,L,52394
no,,,yes,4,,,1.0,3,yes,yes,F,L,L,52397
no,,,yes,9,,,1.0,3,yes,yes,F,L,L,52400
no,,,no,NA,,,0.0,3,yes,yes,F,L,L,52403
no,,,no,NA,,,0.0,3,yes,yes,F,L,L,52407
no,,,yes,6,,,1.0,3,yes,yes,F,L,L,52409
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52445
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,52447
no,,,yes,4,,,1.0,3,yes,yes,F,A,L,52450
no,,,yes,9,,,1.0,3,yes,yes,F,A,L,52453
no,,,yes,5,,,1.0,3,yes,yes,F,A,L,52456
no,,,yes,6,,,1.0,3,yes,yes,F,A,L,52459
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52468
no,,,yes,9,,,1.0,3,yes,yes,F,A,L,52476
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,52479
no,,,yes,9,,,1.0,3,yes,yes,F,A,L,52482
no,,,yes,9,,,1.0,3,yes,yes,F,A,L,52485
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,52488
no,,,yes,9,,,1.0,3,yes,yes,V,L,L,52494
no,,,no,NA,,,0.0,3,yes,yes,V,L,L,52497
no,,,yes,3,,,1.0,3,yes,yes,F,A,L,52501
no,,,yes,3,,,1.0,3,yes,yes,F,A,L,52504
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52536
no,,,yes,11,,,1.0,3,yes,yes,F,A,L,52538
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52541
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52543
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52545
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52547
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52549
no,,,yes,8,,,1.0,3,yes,yes,F,A,L,52551
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52554
no,,,yes,10,,,1.0,3,yes,yes,F,A,L,52556
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52559
no,,,no,NA,,,0.0,3,yes,yes,F,L,L,52563
no,,,no,NA,,,0.0,3,yes,yes,V,L,L,52567
no,,,yes,11,,,1.0,3,yes,yes,F,L,L,52572
no,,,yes,11,,,1.0,3,yes,yes,V,A,L,52594
no,,,no,NA,,,0.0,3,yes,yes,F,L,L,52599
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52605
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52607
no,,,yes,11,,,1.0,3,yes,yes,V,L,L,52612
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52622
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52624
no,,,no,NA,,,0.0,3,yes,yes,F,A,L,52626
no,,,yes,9,,,1.0,3,yes,yes,F,A,L,52628
