Burst,Date_burst_daughter,Delta_Burst_date_child,Flowering,Flowering_Date,Lateral_GU_daughter,No_Lateral_GU,No_inflo,burst_date_mother,is_in_extremity,is_loaded,nature_ancestor_V,position_ancestor_L,position_mother_L,tree,uc
0,,,0.0,NA,,,0.0,2,1,1,0,0,1,B12,45995
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,46007
1,2.0,2.0,,NA,1.0,2.0,,12,0,1,0,0,0,B12,46008
0,,,1.0,,,,2.0,2,1,1,0,0,0,B12,46011
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,46024
0,,,1.0,,,,1.0,2,1,1,0,0,1,B12,46040
0,,,0.0,NA,,,0.0,10,1,1,0,0,1,B12,46045
0,,,1.0,,,,,12,1,1,1,0,1,B12,46049
0,,,1.0,,,,,12,1,1,1,0,1,B12,46052
0,,,1.0,,,,,12,1,1,1,0,1,B12,46055
1,12.0,2.0,,NA,1.0,3.0,,10,0,1,0,0,0,B12,46063
0,,,1.0,,,,6.0,12,1,1,0,0,0,B12,46064
0,,,1.0,,,,1.0,12,1,1,0,0,1,B12,46088
0,,,1.0,,,,1.0,12,1,1,0,0,1,B12,46096
0,,,1.0,,,,1.0,12,1,1,0,0,1,B12,46107
1,12.0,2.0,,NA,1.0,2.0,,10,0,1,0,0,1,B12,46120
0,,,1.0,0,,,5.0,12,1,1,0,0,0,B12,46121
0,,,1.0,0,,,1.0,12,1,1,0,0,1,B12,46135
0,,,1.0,,,,1.0,12,1,1,0,0,1,B12,46137
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,46140
0,,,1.0,0,,,2.0,12,1,1,0,0,0,B12,46143
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,0,B12,46149
0,,,1.0,0,,,6.0,12,1,1,0,1,0,B12,46153
0,,,1.0,,,,1.0,10,1,1,0,1,1,B12,46169
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,0,B12,46172
0,,,1.0,0,,,2.0,12,1,1,0,1,0,B12,46173
1,12.0,2.0,,NA,1.0,2.0,,10,0,1,0,1,0,B12,46176
0,,,1.0,,,,4.0,12,1,1,0,1,0,B12,46179
0,,,1.0,,,,1.0,12,1,1,0,1,1,B12,46202
0,,,1.0,,,,4.0,12,1,1,0,1,1,B12,46207
0,,,0.0,NA,,,0.0,10,1,1,0,1,1,B12,46217
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,1,B12,46219
0,,,1.0,,,,1.0,12,1,1,0,1,0,B12,46220
0,,,1.0,0,,,1.0,10,1,1,0,1,1,B12,46223
0,,,1.0,,,,1.0,10,1,1,0,1,0,B12,46226
0,,,1.0,,,,1.0,10,1,1,0,0,0,B12,46230
0,,,1.0,,,,1.0,10,1,1,0,0,0,B12,46234
1,12.0,2.0,,NA,1.0,1.0,,10,0,1,0,0,0,B12,46241
0,,,1.0,,,,5.0,12,1,1,0,0,0,B12,46244
0,,,1.0,,,,1.0,12,1,1,0,0,1,B12,46259
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,46266
0,,,1.0,0,,,5.0,12,1,1,0,0,0,B12,46267
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,46291
0,,,1.0,,,,1.0,12,1,1,0,0,0,B12,46292
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,46308
0,,,1.0,,,,1.0,12,1,1,0,0,0,B12,46309
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,46318
0,,,1.0,0,,,6.0,12,1,1,0,0,0,B12,46322
1,12.0,2.0,,NA,0.0,,,10,0,1,0,0,1,B12,46339
0,,,1.0,,,,3.0,12,1,1,0,0,0,B12,46340
0,,,1.0,,,,1.0,10,1,1,0,0,1,B12,46357
1,12.0,2.0,,NA,0.0,,,10,0,1,0,1,0,B12,46360
0,,,1.0,,,,1.0,12,1,1,0,1,1,B12,46361
0,,,0.0,NA,,,0.0,4,1,1,0,0,0,B12,46370
1,12.0,3.0,,NA,0.0,,,9,0,0,0,0,0,B14,46374
1,1.0,1.0,,NA,0.0,,,12,0,0,0,0,0,B14,46375
0,,,1.0,,,,1.0,1,1,0,0,0,0,B14,46376
1,12.0,3.0,,NA,1.0,1.0,,9,0,0,0,0,1,B14,46395
1,1.0,1.0,,NA,0.0,,,12,0,0,0,0,0,B14,46396
0,,,1.0,,,,1.0,1,1,0,0,0,0,B14,46397
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,B14,46401
1,12.0,3.0,,NA,0.0,,,9,0,0,0,0,1,B14,46403
0,,,1.0,,,,2.0,12,1,0,0,0,0,B14,46404
0,,,1.0,,,,1.0,12,1,0,1,0,1,B14,46409
0,,,1.0,,,,1.0,12,1,0,1,0,1,B14,46412
0,,,1.0,,,,1.0,12,1,0,1,0,1,B14,46415
0,,,1.0,,,,1.0,12,1,0,1,0,1,B14,46418
0,,,0.0,NA,,,0.0,12,1,0,1,0,1,B14,46421
0,,,0.0,NA,,,0.0,10,1,0,0,1,1,B14,46427
1,12.0,2.0,,NA,1.0,3.0,,10,0,0,0,0,0,B14,46429
1,3.0,3.0,,NA,1.0,5.0,,12,0,0,0,0,0,B14,46430
0,,,0.0,NA,,,0.0,3,1,0,0,0,0,B14,46431
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,46456
0,,,1.0,,,,,3,1,0,0,0,1,B14,46469
0,,,1.0,,,,,3,1,0,0,0,1,B14,46480
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,46491
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,46506
1,3.0,3.0,,NA,1.0,3.0,,12,0,0,0,0,1,B14,46508
0,,,0.0,NA,,,0.0,3,1,0,0,0,0,B14,46509
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,46546
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,46549
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,46550
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,46553
0,,,0.0,NA,,,0.0,3,1,0,0,0,0,B14,46554
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,46571
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,46572
0,,,0.0,NA,,,0.0,10,1,0,0,0,1,B14,46577
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,46579
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,0,0,B14,46580
0,,,0.0,NA,,,0.0,3,1,0,0,0,0,B14,46581
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,46594
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,46599
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,0,B14,46600
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,46601
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,46604
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,0,B14,46605
0,,,0.0,NA,,,0.0,3,1,0,0,0,0,B14,46606
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,46617
1,3.0,3.0,,NA,1.0,2.0,,12,0,0,0,0,0,B14,46618
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,46619
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,46635
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,46640
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,0,B14,46645
0,,,1.0,,,,1.0,12,1,0,0,1,0,B14,46646
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,0,B14,46649
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,1,0,B14,46650
0,,,1.0,,,,1.0,3,1,0,0,1,0,B14,46651
0,,,1.0,,,,1.0,3,1,0,0,1,1,B14,46667
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,1,B14,46670
1,3.0,3.0,,NA,1.0,2.0,,12,0,0,0,1,0,B14,46671
0,,,1.0,,,,1.0,3,1,0,0,1,0,B14,46672
0,,,1.0,,,,1.0,3,1,0,0,1,1,B14,46694
0,,,1.0,,,,1.0,3,1,0,0,1,1,B14,46699
0,,,0.0,NA,,,0.0,10,1,0,0,1,1,B14,46708
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,1,B14,46710
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,0,B14,46711
0,,,1.0,,,,1.0,3,1,0,0,1,0,B14,46712
1,12.0,3.0,,NA,1.0,2.0,,9,0,0,0,1,0,B14,46727
1,3.0,3.0,,NA,1.0,5.0,,12,0,0,0,1,0,B14,46728
0,,,1.0,,,,1.0,3,1,0,0,1,0,B14,46729
0,,,1.0,,,,1.0,3,1,0,0,1,1,B14,46743
0,,,1.0,,,,1.0,3,1,0,0,1,1,B14,46745
0,,,1.0,,,,1.0,3,1,0,0,1,1,B14,46756
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,B14,46764
0,,,1.0,,,,1.0,3,1,0,0,1,1,B14,46767
1,3.0,3.0,,NA,1.0,3.0,,12,0,0,0,1,1,B14,46772
0,,,1.0,,,,1.0,3,1,0,0,1,0,B14,46773
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,B14,46797
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,B14,46805
0,,,1.0,,,,1.0,3,1,0,0,1,1,B14,46806
1,1.0,1.0,,NA,0.0,,,12,0,0,0,1,1,B14,46823
0,,,0.0,NA,,,0.0,1,1,0,0,1,0,B14,46824
1,12.0,3.0,,NA,0.0,,,9,0,0,0,1,1,B14,46828
0,,,1.0,,,,1.0,12,1,0,0,1,0,B14,46829
1,12.0,3.0,,NA,1.0,3.0,,9,0,0,0,1,1,B14,46832
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,1,B14,46833
0,,,1.0,,,,1.0,3,1,0,0,1,0,B14,46834
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,1,B14,46858
0,,,1.0,,,,1.0,3,1,0,0,1,0,B14,46859
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,1,B14,46867
0,,,1.0,,,,1.0,3,1,0,0,1,0,B14,46868
0,,,0.0,NA,,,0.0,5,1,0,0,1,1,B14,46891
0,,,0.0,NA,,,0.0,5,1,0,0,1,1,B14,46893
1,12.0,2.0,,NA,1.0,1.0,,10,0,0,0,0,0,B14,46901
1,3.0,3.0,,NA,1.0,6.0,,12,0,0,0,0,0,B14,46902
0,,,1.0,,,,3.0,3,1,0,0,0,0,B14,46903
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,46923
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,46934
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,46951
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,46955
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,46959
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,46963
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,0,1,B14,46967
0,,,0.0,NA,,,0.0,3,1,0,0,0,0,B14,46968
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,47001
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,47006
0,,,0.0,NA,,,0.0,12,1,0,0,0,0,B14,47007
1,12.0,2.0,,NA,1.0,2.0,,10,0,0,0,0,1,B14,47009
0,,,1.0,,,,1.0,12,1,0,0,0,1,B14,47010
0,,,1.0,,,,1.0,12,1,0,0,0,1,B14,47012
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,47015
1,3.0,3.0,,NA,1.0,2.0,,12,0,0,0,0,0,B14,47016
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,47017
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,47031
0,,,0.0,NA,,,0.0,3,1,0,0,0,1,B14,47033
1,12.0,2.0,,NA,1.0,2.0,,10,0,0,0,1,0,B14,47036
1,3.0,3.0,,NA,1.0,5.0,,12,0,0,0,1,0,B14,47037
0,,,0.0,NA,,,0.0,3,1,0,0,1,0,B14,47038
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,B14,47081
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,B14,47086
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,B14,47099
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,B14,47108
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,B14,47121
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,1,1,B14,47122
0,,,0.0,NA,,,0.0,3,1,0,0,1,0,B14,47123
0,,,0.0,NA,,,0.0,4,1,0,0,1,1,B14,47129
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,1,B14,47132
0,,,0.0,NA,,,0.0,3,1,0,0,1,0,B14,47133
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,1,B14,47147
1,3.0,3.0,,NA,1.0,3.0,,12,0,0,0,1,0,B14,47148
0,,,0.0,NA,,,0.0,3,1,0,0,1,0,B14,47149
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,B14,47156
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,B14,47159
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,B14,47162
1,9.0,4.0,,NA,1.0,1.0,,5,0,0,0,0,0,B14,47168
1,12.0,3.0,,NA,1.0,3.0,,9,0,0,0,0,0,B14,47169
1,1.0,3.0,,NA,1.0,1.0,,10,0,0,0,0,0,B14,47170
0,,,1.0,,,,1.0,1,1,0,0,0,0,B14,47171
0,,,1.0,,,,1.0,1,1,0,0,0,1,B14,47197
0,,,1.0,,,,1.0,12,1,0,0,0,1,B14,47207
0,,,1.0,,,,1.0,12,1,0,0,0,1,B14,47211
1,3.0,5.0,,NA,0.0,,,10,0,0,0,0,1,B14,47213
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,47214
1,10.0,1.0,,NA,0.0,,,9,0,0,0,0,1,B14,47224
1,1.0,3.0,,NA,1.0,1.0,,10,0,0,0,0,0,B14,47225
0,,,1.0,,,,1.0,1,1,0,0,0,0,B14,47226
0,,,0.0,NA,,,0.0,1,1,0,0,0,1,B14,47243
1,11.0,1.0,,NA,0.0,,,10,0,0,0,0,1,B14,47245
1,1.0,2.0,,NA,0.0,,,11,0,0,0,0,0,B14,47246
0,,,1.0,,,,1.0,1,1,0,0,0,0,B14,47247
0,,,0.0,NA,,,0.0,9,1,0,0,0,1,B14,47252
1,1.0,2.0,,NA,0.0,,,11,0,0,1,0,1,B14,47255
0,,,0.0,NA,,,0.0,1,1,0,1,0,0,B14,47256
0,,,1.0,,,,1.0,11,1,0,1,0,1,B14,47260
1,1.0,2.0,,NA,0.0,,,11,0,0,1,0,1,B14,47263
0,,,0.0,NA,,,0.0,1,1,0,1,0,0,B14,47264
0,,,0.0,NA,,,0.0,10,1,0,1,1,0,B14,47269
1,12.0,2.0,,NA,0.0,,,10,0,0,1,0,1,B14,47275
1,1.0,1.0,,NA,0.0,,,12,0,0,1,0,0,B14,47276
0,,,1.0,,,,1.0,1,1,0,1,0,0,B14,47277
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,0,B14,47288
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,0,B14,47289
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,47290
0,,,0.0,NA,,,0.0,10,1,0,0,0,1,B14,47311
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,47315
0,,,1.0,,,,1.0,12,1,0,0,0,0,B14,47316
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,47319
0,,,1.0,,,,1.0,12,1,0,0,0,0,B14,47320
0,,,1.0,,,,1.0,10,1,0,0,0,1,B14,47325
1,12.0,2.0,,NA,1.0,2.0,,10,0,0,0,1,0,B14,47330
1,3.0,3.0,,NA,1.0,2.0,,12,0,0,0,1,0,B14,47331
0,,,1.0,,,,1.0,3,1,0,0,1,1,B14,47332
0,,,1.0,,,,1.0,3,1,0,0,1,1,B14,47334
0,,,0.0,NA,,,0.0,12,1,0,0,1,1,B14,47336
0,,,1.0,,,,1.0,12,1,0,0,1,1,B14,47339
0,,,0.0,NA,,,0.0,10,1,0,0,1,1,B14,47342
1,12.0,2.0,,NA,1.0,4.0,,10,0,0,0,0,0,B14,47345
1,3.0,3.0,,NA,1.0,3.0,,12,0,0,0,0,0,B14,47346
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,47347
0,,,1.0,,,,1.0,1,1,0,0,0,1,B14,47364
0,,,1.0,,,,1.0,1,1,0,0,0,1,B14,47381
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,47397
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,47398
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,47400
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,47401
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,47413
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,47414
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,B14,47434
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,47436
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,0,B14,47437
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,47438
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,47459
1,1.0,1.0,,NA,0.0,,,12,0,0,0,0,0,B14,47462
0,,,1.0,,,,1.0,1,1,0,0,0,0,B14,47466
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,47478
1,1.0,1.0,,NA,1.0,2.0,,12,0,0,0,0,0,B14,47479
0,,,1.0,,,,1.0,1,1,0,0,0,0,B14,47480
0,,,1.0,,,,1.0,1,1,0,0,0,1,B14,47497
0,,,1.0,,,,1.0,1,1,0,0,0,1,B14,47504
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,0,B14,47511
1,3.0,3.0,,NA,1.0,2.0,,12,0,0,0,0,0,B14,47512
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,47513
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,47535
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,47547
0,,,0.0,NA,,,0.0,11,1,0,0,0,1,B14,47552
0,,,0.0,NA,,,0.0,11,1,0,0,0,1,B14,47554
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,1,B14,47556
0,,,1.0,,,,1.0,12,1,0,0,0,0,B14,47557
1,12.0,1.0,,NA,1.0,2.0,,11,0,0,0,0,1,B14,47560
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,47561
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,47562
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,47576
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,47577
1,12.0,2.0,,NA,1.0,1.0,,10,0,0,0,0,0,B14,47603
1,2.0,2.0,,NA,1.0,2.0,,12,0,0,0,0,0,B14,47604
1,4.0,2.0,,NA,0.0,,,2,0,0,0,0,0,B14,47605
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,47606
1,4.0,2.0,,NA,0.0,,,2,0,0,0,0,1,B14,47647
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,47648
1,4.0,2.0,,NA,0.0,,,2,0,0,0,0,1,B14,47671
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,47672
1,1.0,1.0,,NA,0.0,,,12,0,0,0,0,1,B14,47725
0,,,1.0,,,,1.0,1,1,0,0,0,0,B14,47726
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,47729
1,2.0,2.0,,NA,1.0,1.0,,12,0,0,0,0,0,B14,47730
1,4.0,2.0,,NA,1.0,2.0,,2,0,0,0,0,0,B14,47731
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,47732
0,,,0.0,NA,,,0.0,4,1,0,0,0,1,B14,47764
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,47776
1,4.0,2.0,,NA,0.0,,,2,0,0,0,0,1,B14,47784
0,,,0.0,NA,,,0.0,4,1,0,0,0,0,B14,47785
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,1,B14,47797
1,3.0,3.0,,NA,1.0,2.0,,12,0,0,0,0,0,B14,47798
1,4.0,1.0,,NA,0.0,,,3,0,0,0,0,0,B14,47799
0,,,0.0,NA,,,0.0,4,1,0,0,0,0,B14,47800
1,4.0,1.0,,NA,0.0,,,3,0,0,0,0,1,B14,47818
0,,,0.0,NA,,,0.0,4,1,0,0,0,0,B14,47819
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,47835
0,,,0.0,NA,,,0.0,10,1,0,0,0,1,B14,47838
1,12.0,2.0,,NA,0.0,,,10,0,0,0,1,0,B14,47840
0,,,1.0,,,,1.0,12,1,0,0,1,0,B14,47841
1,12.0,3.0,,NA,0.0,,,9,0,0,0,1,0,B14,47844
1,2.0,2.0,,NA,1.0,4.0,,12,0,0,0,1,0,B14,47845
1,4.0,2.0,,NA,1.0,1.0,,2,0,0,0,1,0,B14,47846
0,,,0.0,NA,,,0.0,4,1,0,0,1,0,B14,47847
0,,,0.0,NA,,,0.0,4,1,0,0,1,1,B14,47869
1,4.0,2.0,,NA,0.0,,,2,0,0,0,1,1,B14,47876
0,,,0.0,NA,,,0.0,4,1,0,0,1,0,B14,47877
1,4.0,2.0,,NA,0.0,,,2,0,0,0,1,1,B14,47893
0,,,0.0,NA,,,0.0,4,1,0,0,1,0,B14,47894
1,4.0,2.0,,NA,0.0,,,2,0,0,0,1,1,B14,47904
0,,,0.0,NA,,,0.0,4,1,0,0,1,0,B14,47905
0,,,0.0,NA,,,0.0,2,1,0,0,1,1,B14,47915
0,,,0.0,NA,,,0.0,9,1,0,0,1,1,B14,47917
0,,,1.0,,,,1.0,10,1,0,0,0,0,B14,47920
0,,,0.0,NA,,,0.0,10,1,0,0,0,1,B14,47923
0,,,0.0,NA,,,0.0,10,1,0,0,0,1,B14,47925
1,12.0,2.0,,NA,0.0,,,10,0,0,0,0,0,B14,47928
1,3.0,3.0,,NA,1.0,4.0,,12,0,0,0,0,0,B14,47929
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,47930
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,47953
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,47955
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,47957
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,47959
0,,,0.0,NA,,,0.0,10,1,0,0,0,1,B14,47964
0,,,0.0,NA,,,0.0,10,1,0,0,0,1,B14,47966
1,12.0,1.0,,NA,1.0,3.0,,11,0,0,0,0,0,B14,47971
1,4.0,4.0,,NA,1.0,3.0,,12,0,0,0,0,0,B14,47972
0,,,1.0,,,,2.0,4,1,0,0,0,0,B14,47973
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,47998
0,,,0.0,NA,,,0.0,4,1,0,0,0,1,B14,48011
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48030
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,B14,48032
1,4.0,4.0,,NA,0.0,,,12,0,0,0,0,1,B14,48033
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,48034
1,4.0,4.0,,NA,1.0,3.0,,12,0,0,0,0,1,B14,48051
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,48052
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48079
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48087
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48089
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,1,B14,48106
0,,,1.0,,,,1.0,12,1,0,0,0,1,B14,48107
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,1,B14,48110
1,4.0,4.0,,NA,1.0,1.0,,12,0,0,0,0,0,B14,48111
0,,,0.0,NA,,,0.0,4,1,0,0,0,0,B14,48112
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48113
1,12.0,1.0,,NA,1.0,1.0,,11,0,0,0,0,1,B14,48131
0,,,0.0,NA,,,0.0,12,1,0,0,0,0,B14,48132
0,,,1.0,,,,1.0,12,1,0,0,0,1,B14,48133
0,,,0.0,NA,,,0.0,11,1,0,0,0,1,B14,48136
1,12.0,1.0,,NA,0.0,,,11,0,0,0,0,1,B14,48140
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,B14,48141
0,,,0.0,NA,,,0.0,11,1,0,0,0,1,B14,48143
1,12.0,1.0,,NA,1.0,1.0,,11,0,0,0,0,1,B14,48145
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,0,B14,48146
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48147
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,48149
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48150
1,12.0,1.0,,NA,1.0,3.0,,11,0,0,0,0,1,B14,48153
1,3.0,3.0,,NA,1.0,3.0,,12,0,0,0,0,0,B14,48154
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48155
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,48182
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,48194
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,48205
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,48221
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48222
0,,,1.0,,,,1.0,12,1,0,0,0,1,B14,48239
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,48241
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48242
1,12.0,1.0,,NA,1.0,5.0,,11,0,0,0,0,1,B14,48254
1,3.0,3.0,,NA,1.0,4.0,,12,0,0,0,0,0,B14,48255
0,,,1.0,,,,3.0,3,1,0,0,0,0,B14,48256
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48279
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48290
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48302
0,,,1.0,,,,1.0,3,1,0,0,0,1,B14,48313
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,48323
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48324
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,48326
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48327
1,4.0,4.0,,NA,1.0,2.0,,12,0,0,0,0,1,B14,48329
0,,,1.0,,,,1.0,4,1,0,0,0,0,B14,48330
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48355
0,,,1.0,,,,1.0,4,1,0,0,0,1,B14,48357
1,3.0,3.0,,NA,0.0,,,12,0,0,0,0,1,B14,48368
0,,,1.0,,,,1.0,3,1,0,0,0,0,B14,48369
0,,,0.0,NA,,,0.0,12,1,0,0,0,1,B14,48375
1,12.0,1.0,,NA,1.0,3.0,,11,0,0,0,1,0,B14,48377
1,3.0,3.0,,NA,1.0,2.0,,12,0,0,0,1,0,B14,48378
0,,,0.0,NA,,,0.0,3,1,0,0,1,0,B14,48379
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,B14,48402
0,,,0.0,NA,,,0.0,3,1,0,0,1,1,B14,48409
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,1,B14,48410
0,,,1.0,,,,1.0,3,1,0,0,1,0,B14,48411
1,3.0,3.0,,NA,0.0,,,12,0,0,0,1,1,B14,48424
0,,,0.0,NA,,,0.0,3,1,0,0,1,0,B14,48425
1,3.0,3.0,,NA,1.0,1.0,,12,0,0,0,1,1,B14,48432
