traitement;Bloc;plant;uc;localisation;position;pt_card;flor2011;sortieUC;Long;diametre;NbFeu;fhlong;fhlarg;fhsfol;fblong;fblarg;fbsfol
temoin;BL1;B2;1,1;IL 1;L;N;0;S10;8,4;4,34;8;14,7;3,8;41,34;14,4;3,7;39,43
temoin;BL1;B2;1,2;IL 1;L;N;0;S10;9,8;4,8;11;15,2;4,35;48,93;16,16;4;47,83
temoin;BL1;B2;2;IL 1;A;N;0;S10;14,2;7,01;17;13,5;2,9;28,97;16,4;3,9;47,33
temoin;BL1;B2;3;IL 1;A;N;1;2011;7;4,19;8;12;3,2;28,42;12;3;26,64
temoin;BL1;B2;4;IL 1;L;N;0;2011;13,5;4,54;7;14,7;3,6;39,16;16,8;4,2;52,21
temoin;BL1;B2;5;IL 1;A;N;1;2011;9,9;5,7;13;11,4;3;25,31;13,3;3,2;31,49
temoin;BL1;B2;6;IL 2;A;S;1;2011;20;8,27;19;13;2,7;25,97;16;4,7;55,65
temoin;BL1;B2;7;IL 2;A;S;1;2011;14,7;6,32;9;12;3,5;31,08;18,2;4,3;57,91
temoin;BL1;B2;8;IL 2;L;S;1;2011;12;6,12;10;14,2;3,7;38,88;13,2;3,4;33,21
temoin;BL1;B2;9;IL 2;A;S;1;2011;12,1;6,83;12;12,5;3,2;29,6;17,2;4,1;52,18
temoin;BL1;B2;10;IL 2;A;S;1;2011;9;5,88;12;12;3;26,64;15,4;3,4;38,75
temoin;BL1;B2;11;R1;A;E;1;2011;21,3;7,4;17;11,8;2,9;25,32;13,5;3,2;31,97
temoin;BL1;B2;12;R1;L;E;0;S10;12,3;4,68;8;12,4;3;27,53;10,4;2,2;16,93
temoin;BL1;B2;13;R1;L;E;1;2011;20,9;5,71;13;10,3;2,5;19,06;21;4,8;74,59
temoin;BL1;B2;14;R1;L;E;0;2011;14,2;4,6;9;10,9;2,9;23,39;13,3;3,2;31,49
temoin;BL1;B2;15;R1;L;E;1;2011;17,7;6,16;10;14,5;3,6;38,63;14,5;3,8;40,77
temoin;BL1;B2;16;R 2;L;O;0;2011;20,3;6,75;11;14,6;3,2;34,57;15;3,5;38,85
temoin;BL1;B2;17;R 2;L;O;0;2011;19,4;7,32;8;16,6;3,4;41,77;17,9;4;52,98
temoin;BL1;B2;18,1;R 2;L;O;0;S14;5,5;4,1;10;9;2,6;17,32;13;3,5;33,67
temoin;BL1;B2;18,2;R 2;L;O;0;S14;2,5;2,53;4;8;2,3;13,62;10,7;3,1;24,55
temoin;BL1;B2;19;R 2;L;O;1;2011;9;6,09;10;14,1;3,3;34,43;13;3,1;29,82
temoin;BL1;B2;20;R 2;L;O;1;2011;10;4,34;6;11,5;2,7;22,98;10,9;3,1;25
temoin;BL1;B3;1;IL 1;L;N;0;S10;15,5;5,15;12;3,6;2,9;7,73;16;3,7;43,81
temoin;BL1;B3;2;IL 1;A;N;1;2011;13,5;7,2;7;16;3,8;44,99;12,3;3,1;28,22
temoin;BL1;B3;3;IL 1;L;N;0;S10;8,5;4,7;8;17,1;4;50,62;16,9;4,4;55,03
temoin;BL1;B3;4;IL 1;A;N;1;2011;13,8;5,72;11;13,5;3,2;31,97;17,7;3,9;51,08
temoin;BL1;B3;5;IL 1;A;N;1;2011;17,8;8,23;5;18,4;4,2;57,19;11,6;4,1;35,19
temoin;BL1;B3;6;IL 2;L;S;0;S10;2,7;2,77;4;11,6;3,2;27,47;12,5;3,6;33,3
temoin;BL1;B3;7;IL 2;L;S;0;S10;6;3,37;7;10,5;2,3;17,87;16,6;4,2;51,59
temoin;BL1;B3;8;IL 2;L;S;1;2011;13;4,17;5;10;2,5;18,5;13,3;3,2;31,49
temoin;BL1;B3;9;IL 2;L;S;0;S10;14,2;4,6;7;9;3,1;20,65;17,8;4,1;54,01
temoin;BL1;B3;10;IL 2;A;S;1;2011;15;5,51;4;15,3;3,5;39,63;13,7;3,1;31,43
temoin;BL1;B3;11;R1;L;E;0;S10;12,2;4,31;10;11,4;2,7;22,78;14,1;13,9;145,03
temoin;BL1;B3;12;R1;L;E;1;2011;21,2;5,57;9;13;3,5;33,67;14,4;4;42,62
temoin;BL1;B3;13;R1;A;E;1;2011;12,2;5,7;11;15,1;3,5;39,11;15,6;3,4;39,25
temoin;BL1;B3;14;R1;L;E;0;S10;14,2;4,21;13;8,6;2,4;15,27;13;3,4;32,71
temoin;BL1;B3;15;R1;L;E;1;2011;11,7;4,56;4;17;4,2;52,84;19;5;70,3
temoin;BL1;B3;16;R 2;L;O;0;S10;10,5;4,01;5;21;5,1;79,25;20,3;5,7;85,63
temoin;BL1;B3;17,1;R 2;L;O;0;S15;12;5,03;3;19,5;4,6;66,38;19,5;4,6;66,38
temoin;BL1;B3;18,1;R 2;L;O;0;S15;2,2;4,64;3;10,2;2,9;21,89;10,2;2,9;21,89
temoin;BL1;B3;19;R 2;L;O;0;S10;3,6;2,61;5;11;2,7;21,98;13,5;3,6;35,96
temoin;BL1;B3;20;R 2;L;O;0;S10;13,6;4,61;11;11,5;2,7;22,98;16;3,8;44,99
temoin;BL1;B4;1;IL 1;A;N;1;2011;13,5;5,18;12;11,8;2,8;24,45;12;3,3;29,3
temoin;BL1;B4;2,1;IL 1;L;N;0;S15;7;3,25;3;13,4;3,2;31,73;13,4;3,2;31,73
temoin;BL1;B4;2,2;IL 1;L;N;0;S15;6;3,01;2;13,3;3,2;31,49;13,3;3,2;31,49
temoin;BL1;B4;3;IL 1;A;N;0;2011;7;4,89;11;13,8;4,5;45,95;15,2;4,3;48,37
temoin;BL1;B4;4;IL 1;A;N;1;2011;22;7,13;19;14,3;3,5;37,04;21,2;5;78,44
temoin;BL1;B4;5;IL 1;A;N;1;2011;16,6;5,3;11;10,1;2,3;17,19;15,6;3,6;41,56
temoin;BL1;B4;6;IL 2;A;S;1;2011;17,4;6,95;7;17,1;4,5;56,94;18,3;4,5;60,94
temoin;BL1;B4;7;IL 2;L;S;0;2011;10,5;5,12;13;8,3;5;30,71;12;3,2;28,42
temoin;BL1;B4;8;IL 2;A;S;1;2011;11,6;6,07;5;13,5;3,6;35,96;7,5;2;11,1
temoin;BL1;B4;9;IL 2;L;S;1;2011;11,1;4,33;4;14,7;3,4;36,99;15,1;3,9;43,58
temoin;BL1;B4;10,1;IL 2;L;S;0;S15;4,6;2,61;6;10,5;2,8;21,76;10,8;2,9;23,18
temoin;BL1;B4;10,2;IL 2;L;S;0;S15;4,5;2,58;7;10;2,6;19,24;14;3,2;33,15
temoin;BL1;B4;11;R1;L;E;0;S10;11;4,74;12;12;2,9;25,75;11,5;3,2;27,23
temoin;BL1;B4;12;R1;A;E;1;2011;10,5;4,61;6;13,31;3,4;33,49;15,5;3,8;43,59
temoin;BL1;B4;13;R1;L;E;1;2011;19;5,51;7;9,2;2;13,62;14,2;3,3;34,68
temoin;BL1;B4;14;R1;L;E;0;S10;9;4,38;9;8,7;2,6;16,74;11,4;2,6;21,93
temoin;BL1;B4;15;R1;L;E;1;2011;16,5;4,27;10;9,5;2,1;14,76;14;3,4;35,22
temoin;BL1;B4;16;R 2;L;O;1;2011;17,4;5,67;12;13,3;2,8;27,56;17,8;4;52,69
temoin;BL1;B4;17;R 2;A;O;1;2011;16,3;6,72;10;18,4;4;54,46;15,7;3,4;39,5
temoin;BL1;B4;18,1;R 2;L;O;0;S15;4;3,33;5;14,1;4,2;43,82;16,9;4,7;58,78
temoin;BL1;B4;19,1;R 2;L;O;0;S15;6,9;3,67;10;11,8;2,7;23,58;14,5;3,6;38,63
temoin;BL1;B4;20,1;R 2;L;O;0;S15;6,3;3,47;8;10,5;2,7;20,98;14;3,5;36,26
temoin;BL1;B4;20,2;R 2;L;O;0;S15;9;2,99;4;9;2,4;15,98;10,2;2,7;20,38
temoin;BL1;B4;20,3;R 2;L;O;0;S15;8,3;3,65;10;10,7;2,8;22,17;14;3,8;39,37
temoin;BL1;B4;20,4;R 2;L;O;0;S15;8;3,19;6;12;3,1;27,53;14;3,2;33,15
temoin;BL1;B4;20,5;R 2;L;O;0;S15;6,5;2,58;5;9,5;2,6;18,28;14,5;3,9;41,85
temoin;BL1;B5;1;IL 1;L;N;0;S10;13,5;3,97;8;10,2;2,3;17,36;17;4;50,32
temoin;BL1;B5;2;IL 1;L;N;0;S10;8;3,51;9;8,9;2,2;14,49;14,8;3,4;37,24
temoin;BL1;B5;3;IL 1;A;N;1;2011;10,5;6,05;5;15,7;4,3;49,96;13,6;3,7;37,24
temoin;BL1;B5;4;IL 1;L;N;0;S10;14,8;4,51;11;12,5;2,7;24,98;13,1;2,8;27,14
temoin;BL1;B5;5;IL 1;L;N;0;S10;9,2;3,7;9;11,5;2,9;24,68;15,8;3,9;45,6
temoin;BL1;B5;6;IL 2;A;S;0;S10;8,4;4,48;11;16,7;3,5;43,25;18,5;3,7;50,65
temoin;BL1;B5;7;IL 2;L;S;0;S10;8,6;3,11;6;16,7;3,9;48,2;16,2;4,1;49,15
temoin;BL1;B5;8;IL 2;L;S;0;S10;13,2;4,42;11;12;2,9;25,75;14,7;3,8;41,34
temoin;BL1;B5;9;IL 2;L;S;0;S10;8,3;3,2;6;11,5;2,7;22,98;11,6;2,6;22,32
temoin;BL1;B5;10;IL 2;A;S;1;2011;17,5;7,88;9;15;3,4;37,74;18,4;4,1;55,83
temoin;BL1;B5;11;R1;L;E;0;S10;16;6,26;14;10;2,8;20,72;15;4,7;52,17
temoin;BL1;B5;12;R1;L;E;0;S10;6,5;3,28;7;11;3;24,42;13,2;4,2;41,03
temoin;BL1;B5;13;R1;L;E;1;2011;15;7;8;13,5;3,2;31,97;13,8;3,3;33,7
temoin;BL1;B5;14;R1;A;E;0;S10;16,8;6,8;18;9,3;3,2;22,02;15,5;4;45,88
temoin;BL1;B5;15;R1;A;E;0;S10;13;5,35;16;11,2;2,6;21,55;18;3,7;49,28
temoin;BL1;B5;16;R 2;L;O;1;2011;10,5;4,3;5;14,2;3,4;35,73;16;3,8;44,99
temoin;BL1;B5;17,1;R 2;L;O;0;S20;2,3;4,63;3;10,1;2,8;20,93;10,1;2,8;20,93
temoin;BL1;B5;18;R 2;A;O;1;2011;17;5,36;11;15,8;3,1;36,25;15,4;3,3;37,61
temoin;BL1;B5;19;R 2;A;O;0;S10;11,2;4,9;13;13,2;2,9;28,33;18,7;3,6;49,82
temoin;BL1;B5;20;R 2;A;O;0;S10;4,5;3,58;9;13,2;3,2;31,26;11,8;3;26,2
temoin;BL1;B6;1;IL 1;L;N;1;2011;7,1;4,56;6;11,6;3,2;27,47;9,8;2,5;18,13
temoin;BL1;B6;2;IL 1;A;N;0;2011;7,5;4,34;5;10,8;2,9;23,18;11,3;2,9;24,25
temoin;BL1;B6;3,1;IL 1;L;N;0;S20;3,2;2,73;3;12,8;3,4;32,2;12,8;3,4;32,2
temoin;BL1;B6;4;IL 1;L;N;1;2011;2,7;4,97;9;9,2;2,5;17,02;8,5;2,4;15,1
temoin;BL1;B6;5;IL 1;A;N;1;2011;16,8;6,71;10;15,5;3,6;41,29;17,5;4;51,8
temoin;BL1;B6;6;IL 2;A;S;1;2011;15,3;6,97;14;12,6;3;27,97;16;3,6;42,62
temoin;BL1;B6;7;IL 2;L;S;1;2011;8;4,61;8;10,7;2,8;22,17;12,5;3,7;34,23
temoin;BL1;B6;8;IL 2;A;S;1;2011;14,5;5,61;6;15,5;3,8;43,59;12;3,6;31,97
temoin;BL1;B6;9;IL 2;L;S;0;S10;10,3;4,22;12;13;3,1;29,82;19,5;4,9;70,71
temoin;BL1;B6;10;IL 2;A;S;0;S10;4,2;3,66;12;11,6;3,5;30,04;13,4;3,8;37,68
temoin;BL1;B6;11;R1;L;E;0;S10;14,8;4,72;13;10,1;2,9;21,67;10,2;3;22,64
temoin;BL1;B6;12;R1;L;E;0;S10;5,6;3,34;9;11,2;3,2;26,52;9,8;3,2;23,21
temoin;BL1;B6;13;R1;A;E;1;2011;14,9;7,01;2;16,5;3,7;45,18;16,5;3,7;45,18
temoin;BL1;B6;14;R1;A;E;0;S10;8,4;3,94;10;10,6;4,9;38,44;10,7;3,2;25,34
temoin;BL1;B6;15;R1;A;E;1;2011;11,6;4,58;12;10,5;2,3;17,87;17,6;3,8;49,49
temoin;BL1;B6;16;R 2;L;O;0;S10;17,1;5,34;14;10,7;3;23,75;14,8;4;43,81
temoin;BL1;B6;17;R 2;A;O;0;S10;5,8;3,69;7;13,5;3,5;34,97;16,2;4,8;57,54
temoin;BL1;B6;18;R 2;A;O;1;2011;17,8;7,33;5;17,6;3,6;46,89;16,5;3,3;40,29
temoin;BL1;B6;19;R 2;A;O;1;2011;9,2;5,69;9;8,3;3,4;20,88;16,4;4;48,54
temoin;BL1;B6;20;R 2;L;O;0;S10;6,3;3,46;6;14,6;3,4;36,73;15,8;4,3;50,28
taille-juillet2012;BL1;B7;1;IL 1;A;N;0;2011;16,5;6,8;11;9,4;2,6;18,09;15,2;4,5;50,62
taille-juillet2012;BL1;B7;2;IL 1;L;N;0;2011;13;2,9;12;18;1,2;15,98;14,1;4,5;46,95
taille-juillet2012;BL1;B7;3;IL 1;A;N;0;S10;15,5;6,73;18;11,4;2,9;24,46;17,2;4,3;54,73
taille-juillet2012;BL1;B7;4;IL 1;A;N;0;2011;12,2;5,72;13;10,4;3;23,09;11,5;3,3;28,08
taille-juillet2012;BL1;B7;5;IL 1;A;N;0;2011;12,3;6,93;11;8,9;2,3;15,15;15;3,4;37,74
taille-juillet2012;BL1;B7;6,1;IL 2;L;S;0;S14;4,3;3,34;4;16,1;2,9;34,55;11,1;2,7;22,18
taille-juillet2012;BL1;B7;6,2;IL 2;L;S;0;S14;5,1;4,18;5;9,2;2,5;17,02;9,5;3;21,09
taille-juillet2012;BL1;B7;7;IL 2;L;S;0;2011;2,5;4,08;7;9,6;3,2;22,73;11,8;8,9;77,71
taille-juillet2012;BL1;B7;8;IL 2;L;S;0;2011;16;6,02;14;11,8;3,2;27,94;11,2;2,7;22,38
taille-juillet2012;BL1;B7;9;IL 2;L;S;0;2011;9,3;4,77;12;12,2;3,2;28,89;12,8;4,2;39,78
taille-juillet2012;BL1;B7;10;IL 2;A;S;1;2011;11;7,15;12;12;3,1;27,53;14,6;3,5;37,81
taille-juillet2012;BL1;B7;11;R1;L;E;1;2011;17;6,1;13;12;2,8;24,86;16,1;3,7;44,08
taille-juillet2012;BL1;B7;12,1;R1;L;E;0;S14;7,2;3,43;7;11,3;3,2;26,76;15;4,9;54,39
taille-juillet2012;BL1;B7;13,1;R1;L;E;0;S14;6,2;3,86;6;9;3,2;21,31;16;4,8;56,83
taille-juillet2012;BL1;B7;13,2;R1;L;E;0;S14;3;2,36;2;6,5;1,7;8,18;6,5;1,7;8,18
taille-juillet2012;BL1;B7;13,3;R1;L;E;0;S14;7,5;3,8;8;10,6;3,5;27,45;11,1;3,4;27,93
taille-juillet2012;BL1;B7;14,1;R1;A;E;0;S14;3,5;3,95;7;12,7;4,4;41,35;13,3;4,5;44,29
taille-juillet2012;BL1;B7;15;R1;L;E;0;2011;6,3;4,7;10;10;2,5;18,5;13,2;3,3;32,23
taille-juillet2012;BL1;B7;16,1;R 2;A;O;0;S14;11,5;5,44;15;10,3;3;22,87;15;2,6;28,86
taille-juillet2012;BL1;B7;16,2;R 2;L;O;0;S14;14;4,63;10;13,3;3,3;32,48;12,1;3,1;27,76
taille-juillet2012;BL1;B7;16,3;R 2;L;O;0;S14;9;3,53;7;11,9;2,9;25,54;10;2,4;17,76
taille-juillet2012;BL1;B7;17,1;R 2;A;O;0;S14;10,5;5;13;12,5;3;27,75;19,5;4,6;66,38
taille-juillet2012;BL1;B7;18,1;R 2;L;O;0;S14;5,6;3,96;10;12,1;3,5;31,34;12,6;4,2;39,16
taille-juillet2012;BL1;B7;19,1;R 2;L;O;0;S14;8,4;4,43;6;10,4;2,9;22,32;15,7;4,2;48,8
taille-juillet2012;BL1;B7;20,1;R 2;A;O;0;S14;6,7;4,22;11;13,1;3,2;31,02;12,1;2,9;25,97
taille-juillet2012;BL1;B8;1;IL 1;A;N;0;2011;16;4,43;2;4,3;1,6;5,09;4,3;1,6;5,09
taille-juillet2012;BL1;B8;2;IL 1;L;N;0;S10;15,1;4,62;9;13,2;3,2;31,26;17,8;4,7;61,91
taille-juillet2012;BL1;B8;3;IL 1;A;N;0;S10;12,1;5,9;15;10,4;2,3;17,7;18,6;5;68,82
taille-juillet2012;BL1;B8;4;IL 1;L;N;0;S10;5,6;3,36;6;9,2;2,6;17,7;11,2;3,1;25,69
taille-juillet2012;BL1;B8;5;IL 1;A;N;1;2011;8,5;9,48;17;12,1;3;26,86;16,2;3,5;41,96
taille-juillet2012;BL1;B8;6;IL 2;L;S;0;S10;14,3;4,65;13;10,4;2,5;19,24;16,7;4,2;51,9
taille-juillet2012;BL1;B8;7;IL 2;L;S;0;S10;12,6;4,24;12;11,9;2,7;23,78;16,7;4,3;53,14
taille-juillet2012;BL1;B8;8;IL 2;L;S;1;2011;22,2;6,52;6;15,7;3,1;36,02;18,2;4,4;59,26
taille-juillet2012;BL1;B8;9,1;IL 2;L;S;0;S20;4,5;5,86;5;11,4;3,1;26,15;10,5;2,8;21,76
taille-juillet2012;BL1;B8;10;IL 2;A;S;0;S10;13,7;6,14;16;15,5;3,4;39;10,7;4,4;34,84
taille-juillet2012;BL1;B8;11;R1;A;E;0;S10;22,4;6,91;19;12,7;2,8;26,31;13,2;3,2;31,26
taille-juillet2012;BL1;B8;12,1;R1;L;E;0;S20;3,6;2,36;3;10,1;3;22,42;10,1;3;22,42
taille-juillet2012;BL1;B8;12,2;R1;L;E;0;S20;3,7;2,76;6;4,2;2,8;8,7;10,5;3,2;24,86
taille-juillet2012;BL1;B8;13;R1;A;E;1;2011;13,5;6,75;1;16,6;3,78;46,43;16,6;3,8;46,68
taille-juillet2012;BL1;B8;14;R1;L;E;1;2011;12,5;7,7;4;15,2;3,9;43,87;15,6;4,2;48,48
taille-juillet2012;BL1;B8;15;R1;L;E;0;S10;9,6;4,64;9;10,8;2,9;23,18;11;3,1;25,23
taille-juillet2012;BL1;B8;16;R 2;L;O;0;S10;12,5;4,27;10;10,8;2,9;23,18;13,2;3,4;33,21
taille-juillet2012;BL1;B8;17,1;R 2;L;O;0;S15;7,9;3;6;11;2,6;21,16;10,4;2,6;20,01
taille-juillet2012;BL1;B8;18;R 2;L;O;0;S10;9,2;3,58;8;11,2;2,8;23,21;19,4;4,5;64,6
taille-juillet2012;BL1;B8;19;R 2;A;O;1;2011;11,4;4,95;15;11;3,4;27,68;15,7;3,8;44,15
taille-juillet2012;BL1;B8;20;R 2;A;O;1;2011;9,2;4,44;9;11,1;3,6;29,57;13;3,2;30,78
taille-juillet2012;BL1;B9;1;IL 1;A;N;0;S10;12,1;6,5;17;13,1;3,2;31,02;20,2;5,1;76,23
taille-juillet2012;BL1;B9;2,1;IL 1;L;N;0;S15;8,2;3,68;5;9,1;2,1;14,14;10,2;2,7;20,38
taille-juillet2012;BL1;B9;2,2;IL 1;L;N;0;S15;7;3,26;6;8,2;2;12,14;10;2,9;21,46
taille-juillet2012;BL1;B9;2,3;IL 1;L;N;0;S15;5;2,65;1;11;2,7;21,98;11;2,7;21,98
taille-juillet2012;BL1;B9;3;IL 1;L;N;1;2011;8,2;4,07;5;15;3,5;38,85;14,9;3,3;36,39
taille-juillet2012;BL1;B9;4;IL 1;L;N;1;2011;20,9;8,06;12;13,7;3,4;34,47;19,1;4,7;66,43
taille-juillet2012;BL1;B9;5;IL 1;L;N;0;S10;11;5,3;13;12,8;3;28,42;18;4,5;59,94
taille-juillet2012;BL1;B9;6;IL 2;A;S;0;S10;12;5,67;15;11,6;2,8;24,04;15,7;3,8;44,15
taille-juillet2012;BL1;B9;7;IL 2;A;S;0;S10;7;4,75;15;13,9;3,7;38,06;12,7;3,6;33,83
taille-juillet2012;BL1;B9;8;IL 2;A;S;0;2011;6,6;4,93;14;10,9;3,1;25;11,1;3,3;27,11
taille-juillet2012;BL1;B9;9;IL 2;A;S;0;S10;5,7;4,39;12;11,9;3,3;29,06;14,2;3,1;32,57
taille-juillet2012;BL1;B9;10;IL 2;L;S;0;S10;10,3;3,54;8;12,6;2,9;27,04;14,8;3,3;36,14
taille-juillet2012;BL1;B9;11;R1;L;E;0;S10;9,6;3,99;10;11;2,3;18,72;15,1;3,4;37,99
taille-juillet2012;BL1;B9;12;R1;L;E;0;S10;16,1;4,78;10;14,6;3,3;35,65;15,1;3,7;41,34
taille-juillet2012;BL1;B9;13;R1;A;E;0;S10;7,7;5,44;11;12,5;3,2;29,6;16,3;3,8;45,84
taille-juillet2012;BL1;B9;14;R1;L;E;0;S10;9,5;4,09;9;9,4;2,3;16;14,3;4,9;51,85
taille-juillet2012;BL1;B9;15;R1;L;E;0;S10;10;5,38;13;10,3;2,9;22,1;16,8;5,8;72,11
taille-juillet2012;BL1;B9;16;R 2;L;O;0;S10;8,6;4,52;8;15,5;3,8;43,59;21,3;6;94,57
taille-juillet2012;BL1;B9;17;R 2;L;O;0;2011;13,3;5,03;11;12,5;3,4;31,45;15;4,6;51,06
taille-juillet2012;BL1;B9;18;R 2;L;O;0;S10;11,5;3,97;10;11,5;2,8;23,83;12,4;2,7;24,78
taille-juillet2012;BL1;B9;19;R 2;L;O;0;S10;5,7;4,22;7;14,2;3,1;32,57;19,8;4,6;67,4
taille-juillet2012;BL1;B9;20;R 2;A;O;0;S10;9;5,98;12;14,5;3,1;33,26;18,2;3,7;49,83
taille-juillet2012;BL1;B10;1;IL 1;L;N;0;S10;20,2;4,91;9;15,1;3;33,52;19,2;4,3;61,09
taille-juillet2012;BL1;B10;2;IL 1;L;N;0;S10;13,3;5,51;12;13,2;3,1;30,28;19,7;5;72,89
taille-juillet2012;BL1;B10;3;IL 1;A;N;0;S10;17,5;5,93;13;14,5;3,3;35,41;16,2;3,2;38,36
taille-juillet2012;BL1;B10;4;IL 1;L;N;0;S10;27,1;7,35;15;12,1;2,7;24,18;20,4;4,6;69,44
taille-juillet2012;BL1;B10;5;IL 1;L;N;0;S10;17,9;5,5;11;12,4;3;27,53;20;6;88,8
taille-juillet2012;BL1;B10;6;IL 2;L;S;1;2011;13;4,38;9;11,1;2,6;21,36;13,2;3,1;30,28
taille-juillet2012;BL1;B10;7,1;IL 2;L;S;0;S15;7,9;3,71;8;12,4;3,4;31,2;14,3;4,2;44,44
